"#name EquipattrStash","#unique id","#collector stashId","","",""
"118","103002","213","240","500","200"
"119","103002","216","240","500","200"
"120","103002","221","240","500","200"
"121","103002","223","360","1000","200"
"122","103002","224","360","1000","200"
"123","103002","225","360","1000","200"
"124","103002","226","360","1000","200"
"125","103002","227","360","1000","200"
"126","103002","228","360","1000","200"
"127","103002","231","287","1000","200"
"128","103002","232","15","1000","200"
"129","103002","233","287","1000","200"
"130","103002","234","15","1000","200"
"131","103002","235","287","1000","200"
"132","103002","236","15","1000","200"
"133","104001","202","275","500","250"
"134","104001","203","42","500","250"
"135","104001","205","260","500","250"
"136","104001","206","260","500","250"
"137","104001","208","260","500","250"
"138","104001","215","260","500","250"
"139","104001","209","260","500","250"
"140","104001","210","260","500","250"
"141","104001","211","520","500","250"
"142","104001","212","520","500","250"
"143","104001","243","520","500","250"
"144","104001","222","42","500","250"
"145","104001","214","42","500","250"
"146","104001","213","260","500","250"
"147","104001","216","260","500","250"
"148","104001","221","260","500","250"
"149","104002","202","275","500","250"
"150","104002","203","42","500","250"
"151","104002","205","260","500","250"
"152","104002","206","260","500","250"
"153","104002","208","260","500","250"
"154","104002","215","260","500","250"
"155","104002","209","260","500","250"
"156","104002","210","260","500","250"
"157","104002","211","520","500","250"
"158","104002","212","520","500","250"
"159","104002","243","520","500","250"
"160","104002","222","42","500","250"
"161","104002","214","42","500","250"
"162","104002","213","260","500","250"
"163","104002","216","260","500","250"
"164","104002","221","260","500","250"
"165","104002","223","390","1000","250"
"166","104002","224","390","1000","250"
"167","104002","225","390","1000","250"
"168","104002","226","390","1000","250"
"169","104002","227","390","1000","250"
"170","104002","228","390","1000","250"
"171","104002","231","413","1000","250"
"172","104002","232","15","1000","250"
"173","104002","233","413","1000","250"
"174","104002","234","15","1000","250"
"175","104002","235","413","1000","250"
"176","104002","236","15","1000","250"
"177","105001","202","355","500","300"
"178","105001","203","56","500","300"
"179","105001","205","280","500","300"
"180","105001","206","280","500","300"
"181","105001","208","280","500","300"
"182","105001","215","280","500","300"
"183","105001","209","280","500","300"
"184","105001","210","280","500","300"
"185","105001","211","560","500","300"
"186","105001","212","560","500","300"
"187","105001","243","560","500","300"
"188","105001","222","56","500","300"
"189","105001","214","56","500","300"
"190","105001","213","280","500","300"
"191","105001","216","280","500","300"
"192","105001","221","280","500","300"
"193","105002","202","355","500","300"
"194","105002","203","56","500","300"
"195","105002","205","280","500","300"
"196","105002","206","280","500","300"
"197","105002","208","280","500","300"
"198","105002","215","280","500","300"
"199","105002","209","280","500","300"
"200","105002","210","280","500","300"
"201","105002","211","560","500","300"
"202","105002","212","560","500","300"
"203","105002","243","560","500","300"
"204","105002","222","56","500","300"
"205","105002","214","56","500","300"
"206","105002","213","280","500","300"
"207","105002","216","280","500","300"
"208","105002","221","280","500","300"
"209","105002","223","420","1000","300"
"210","105002","224","420","1000","300"
"211","105002","225","420","1000","300"
"212","105002","226","420","1000","300"
"213","105002","227","420","1000","300"
"214","105002","228","420","1000","300"
"215","105002","231","533","1000","300"
"216","105002","232","15","1000","300"
"217","105002","233","533","1000","300"
"218","105002","234","15","1000","300"
"219","105002","235","533","1000","300"
"220","105002","236","15","1000","300"
"221","106001","202","474","500","350"
"222","106001","203","76","500","350"
"223","106001","205","300","500","350"
"224","106001","206","300","500","350"
"225","106001","208","300","500","350"
"226","106001","215","300","500","350"
"227","106001","209","300","500","350"
"228","106001","210","300","500","350"
"229","106001","211","600","500","350"
"230","106001","212","600","500","350"
"231","106001","243","600","500","350"
"232","106001","222","76","500","350"
"233","106001","214","76","500","350"
"234","106001","213","300","500","350"
"235","106001","216","300","500","350"
"236","106001","221","300","500","350"
"237","106002","202","474","500","350"
"238","106002","203","76","500","350"
"239","106002","205","300","500","350"
"240","106002","206","300","500","350"
"241","106002","208","300","500","350"
"242","106002","215","300","500","350"
"243","106002","209","300","500","350"
"244","106002","210","300","500","350"
"245","106002","211","600","500","350"
"246","106002","212","600","500","350"
"247","106002","243","600","500","350"
"248","106002","222","76","500","350"
"249","106002","214","76","500","350"
"250","106002","213","300","500","350"
"251","106002","216","300","500","350"
"252","106002","221","300","500","350"
"253","106002","223","450","1000","350"
"254","106002","224","450","1000","350"
"255","106002","225","450","1000","350"
"256","106002","226","450","1000","350"
"257","106002","227","450","1000","350"
"258","106002","228","450","1000","350"
"259","106002","231","711","1000","350"
"260","106002","232","15","1000","350"
"261","106002","233","711","1000","350"
"262","106002","234","15","1000","350"
"263","106002","235","711","1000","350"
"264","106002","236","15","1000","350"
"265","107001","202","617","500","400"
"266","107001","203","100","500","400"
"267","107001","205","320","500","400"
"268","107001","206","320","500","400"
"269","107001","208","320","500","400"
"270","107001","215","320","500","400"
"271","107001","209","320","500","400"
"272","107001","210","320","500","400"
"273","107001","211","640","500","400"
"274","107001","212","640","500","400"
"275","107001","243","640","500","400"
"276","107001","222","100","500","400"
"277","107001","214","100","500","400"
"278","107001","213","320","500","400"
"279","107001","216","320","500","400"
"280","107001","221","320","500","400"
"281","107002","202","617","500","400"
"282","107002","203","100","500","400"
"283","107002","205","320","500","400"
"284","107002","206","320","500","400"
"285","107002","208","320","500","400"
"286","107002","215","320","500","400"
"287","107002","209","320","500","400"
"288","107002","210","320","500","400"
"289","107002","211","640","500","400"
"290","107002","212","640","500","400"
"291","107002","243","640","500","400"
"292","107002","222","100","500","400"
"293","107002","214","100","500","400"
"294","107002","213","320","500","400"
"295","107002","216","320","500","400"
"296","107002","221","320","500","400"
"297","107002","223","480","1000","400"
"298","107002","224","480","1000","400"
"299","107002","225","480","1000","400"
"300","107002","226","480","1000","400"
"301","107002","227","480","1000","400"
"302","107002","228","480","1000","400"
"303","107002","231","926","1000","400"
"304","107002","232","15","1000","400"
"305","107002","233","926","1000","400"
"306","107002","234","15","1000","400"
"307","107002","235","926","1000","400"
"308","107002","236","15","1000","400"
"309","108001","202","786","500","450"
"310","108001","203","129","500","450"
"311","108001","205","340","500","450"
"312","108001","206","340","500","450"
"313","108001","208","340","500","450"
"314","108001","215","340","500","450"
"315","108001","209","340","500","450"
"316","108001","210","340","500","450"
"317","108001","211","680","500","450"
"318","108001","212","680","500","450"
"319","108001","243","680","500","450"
"320","108001","222","129","500","450"
"321","108001","214","129","500","450"
"322","108001","213","340","500","450"
"323","108001","216","340","500","450"
"324","108001","221","340","500","450"
"325","108002","202","786","500","450"
"326","108002","203","129","500","450"
"327","108002","205","340","500","450"
"328","108002","206","340","500","450"
"329","108002","208","340","500","450"
"330","108002","215","340","500","450"
"331","108002","209","340","500","450"
"332","108002","210","340","500","450"
"333","108002","211","680","500","450"
"334","108002","212","680","500","450"
"335","108002","243","680","500","450"
"336","108002","222","129","500","450"
"337","108002","214","129","500","450"
"338","108002","213","340","500","450"
"339","108002","216","340","500","450"
"340","108002","221","340","500","450"
"341","108002","223","510","1000","450"
"342","108002","224","510","1000","450"
"343","108002","225","510","1000","450"
"344","108002","226","510","1000","450"
"345","108002","227","510","1000","450"
"346","108002","228","510","1000","450"
"347","108002","231","1179","1000","450"
"348","108002","232","15","1000","450"
"349","108002","233","1179","1000","450"
"350","108002","234","15","1000","450"
"351","108002","235","1179","1000","450"
"352","108002","236","15","1000","450"
"353","109001","202","983","500","500"
"354","109001","203","162","500","500"
"355","109001","205","360","500","500"
"356","109001","206","360","500","500"
"357","109001","208","360","500","500"
"358","109001","215","360","500","500"
"359","109001","209","360","500","500"
"360","109001","210","360","500","500"
"361","109001","211","720","500","500"
"362","109001","212","720","500","500"
"363","109001","243","720","500","500"
"364","109001","222","162","500","500"
"365","109001","214","162","500","500"
"366","109001","213","360","500","500"
"367","109001","216","360","500","500"
"368","109001","221","360","500","500"
"369","109002","202","983","500","500"
"370","109002","203","162","500","500"
"371","109002","205","360","500","500"
"372","109002","206","360","500","500"
"373","109002","208","360","500","500"
"374","109002","215","360","500","500"
"375","109002","209","360","500","500"
"376","109002","210","360","500","500"
"377","109002","211","720","500","500"
"378","109002","212","720","500","500"
"379","109002","243","720","500","500"
"380","109002","222","162","500","500"
"381","109002","214","162","500","500"
"382","109002","213","360","500","500"
"383","109002","216","360","500","500"
"384","109002","221","360","500","500"
"385","109002","223","540","1000","500"
"386","109002","224","540","1000","500"
"387","109002","225","540","1000","500"
"388","109002","226","540","1000","500"
"389","109002","227","540","1000","500"
"390","109002","228","540","1000","500"
"391","109002","231","1475","1000","500"
"392","109002","232","15","1000","500"
"393","109002","233","1475","1000","500"
"394","109002","234","15","1000","500"
"395","109002","235","1475","1000","500"
"396","109002","236","15","1000","500"
"397","110001","202","1210","500","550"
"398","110001","203","200","500","550"
"399","110001","205","380","500","550"
"400","110001","206","380","500","550"
"401","110001","208","380","500","550"
"402","110001","215","380","500","550"
"403","110001","209","380","500","550"
"404","110001","210","380","500","550"
"405","110001","211","760","500","550"
"406","110001","212","760","500","550"
"407","110001","243","760","500","550"
"408","110001","222","200","500","550"
"409","110001","214","200","500","550"
"410","110001","213","380","500","550"
"411","110001","216","380","500","550"
"412","110001","221","380","500","550"
"413","110002","202","1210","500","550"
"414","110002","203","200","500","550"
"415","110002","205","380","500","550"
"416","110002","206","380","500","550"
"417","110002","208","380","500","550"
"418","110002","215","380","500","550"
"419","110002","209","380","500","550"
"420","110002","210","380","500","550"
"421","110002","211","760","500","550"
"422","110002","212","760","500","550"
"423","110002","243","760","500","550"
"424","110002","222","200","500","550"
"425","110002","214","200","500","550"
"426","110002","213","380","500","550"
"427","110002","216","380","500","550"
"428","110002","221","380","500","550"
"429","110002","223","570","1000","550"
"430","110002","224","570","1000","550"
"431","110002","225","570","1000","550"
"432","110002","226","570","1000","550"
"433","110002","227","570","1000","550"
"434","110002","228","570","1000","550"
"435","110002","231","1815","1000","550"
"436","110002","232","15","1000","550"
"437","110002","233","1815","1000","550"
"438","110002","234","15","1000","550"
"439","110002","235","1815","1000","550"
"440","110002","236","15","1000","550"
