"#name HeroLevel","#unique id","#index heroIdentity level","#collector heroIdentity","","","","","","","","",""
"id","heroIdentity","level","nextId","costBody","costMaterial","breakLevel","skills","globalAttribute","levelAttribute"
"404035","1040004","35","404036","25","5#280","0","4404101#2|4404201#2|4404301#2","202#20","203#387|202#2021"
"404036","1040004","36","404037","30","5#295","0","4404101#2|4404201#2|4404301#2","","203#397|202#2065"
"404037","1040004","37","404038","30","5#310","0","4404101#2|4404201#2|4404301#2","","203#406|202#2109"
"404038","1040004","38","404039","30","5#325","0","4404101#2|4404201#2|4404301#2","","203#416|202#2153"
"404039","1040004","39","404040","30","5#340","0","4404101#2|4404201#2|4404301#2","","203#426|202#2197"
"404040","1040004","40","404041","150","2000008#500","1","4404101#3|4404201#3|4404301#2","","203#471|202#2397"
"404041","1040004","41","404042","35","5#380","0","4404101#3|4404201#3|4404301#2","","203#482|202#2445"
"404042","1040004","42","404043","35","5#400","0","4404101#3|4404201#3|4404301#2","","203#493|202#2493"
"404043","1040004","43","404044","35","5#420","0","4404101#3|4404201#3|4404301#2","","203#504|202#2541"
"404044","1040004","44","404045","35","5#440","0","4404101#3|4404201#3|4404301#2","203#5","203#514|202#2589"
"404045","1040004","45","404046","40","5#460","0","4404101#3|4404201#3|4404301#2","","203#525|202#2637"
"404046","1040004","46","404047","40","5#480","0","4404101#3|4404201#3|4404301#2","","203#536|202#2685"
"404047","1040004","47","404048","40","5#500","0","4404101#3|4404201#3|4404301#2","202#25","203#547|202#2733"
"404048","1040004","48","404049","40","5#520","0","4404101#3|4404201#3|4404301#2","","203#558|202#2781"
"404049","1040004","49","404050","40","5#540","0","4404101#3|4404201#3|4404301#2","","203#568|202#2829"
"404050","1040004","50","404051","260","2000008#750","1","4404101#3|4404201#3|4404301#3","","203#579|202#2877"
"404051","1040004","51","404052","45","5#590","0","4404101#3|4404201#3|4404301#3","","203#590|202#2925"
"404052","1040004","52","404053","45","5#615","0","4404101#3|4404201#3|4404301#3","","203#601|202#2973"
"404053","1040004","53","404054","45","5#640","0","4404101#3|4404201#3|4404301#3","","203#612|202#3021"
"404054","1040004","54","404055","45","5#665","0","4404101#3|4404201#3|4404301#3","","203#622|202#3069"
"404055","1040004","55","404056","50","5#690","0","4404101#3|4404201#3|4404301#3","206#100","203#633|202#3117"
"404056","1040004","56","404057","50","5#715","0","4404101#3|4404201#3|4404301#3","","203#644|202#3165"
"404057","1040004","57","404058","50","5#740","0","4404101#3|4404201#3|4404301#3","","203#655|202#3213"
"404058","1040004","58","404059","50","5#765","0","4404101#3|4404201#3|4404301#3","","203#666|202#3261"
"404059","1040004","59","404060","50","5#790","0","4404101#3|4404201#3|4404301#3","","203#676|202#3309"
"404060","1040004","60","404061","400","2000008#1000","1","4404101#3|4404201#3|4404301#3","205#100","203#740|202#3593"
"404061","1040004","61","404062","100","5#850","0","4404101#3|4404201#3|4404301#3","","203#752|202#3645"
"404062","1040004","62","404063","100","5#880","0","4404101#3|4404201#3|4404301#3","","203#764|202#3697"
"404063","1040004","63","404064","100","5#910","0","4404101#3|4404201#3|4404301#3","","203#775|202#3749"
"404064","1040004","64","404065","100","5#940","0","4404101#3|4404201#3|4404301#3","","203#787|202#3801"
"404065","1040004","65","404066","100","5#970","0","4404101#3|4404201#3|4404301#3","206#200","203#799|202#3853"
"404066","1040004","66","404067","100","5#1000","0","4404101#3|4404201#3|4404301#3","","203#811|202#3905"
"404067","1040004","67","404068","100","5#1030","0","4404101#3|4404201#3|4404301#3","","203#822|202#3957"
"404068","1040004","68","404069","100","5#1060","0","4404101#3|4404201#3|4404301#3","","203#834|202#4009"
"404069","1040004","69","404070","100","5#1090","0","4404101#3|4404201#3|4404301#3","","203#846|202#4061"
"404070","1040004","70","404071","800","2000008#1500","1","4404101#3|4404201#3|4404301#3","205#200","203#919|202#4389"
"404071","1040004","71","404072","100","5#1160","0","4404101#3|4404201#3|4404301#3","","203#932|202#4445"
"404072","1040004","72","404073","100","5#1195","0","4404101#3|4404201#3|4404301#3","","203#945|202#4501"
"404073","1040004","73","404074","100","5#1230","0","4404101#3|4404201#3|4404301#3","","203#957|202#4557"
"404074","1040004","74","404075","100","5#1265","0","4404101#3|4404201#3|4404301#3","","203#970|202#4613"
"404075","1040004","75","404076","100","5#1300","0","4404101#3|4404201#3|4404301#3","206#300","203#982|202#4669"
"404076","1040004","76","404077","100","5#1335","0","4404101#3|4404201#3|4404301#3","","203#995|202#4725"
"404077","1040004","77","404078","100","5#1370","0","4404101#3|4404201#3|4404301#3","","203#1008|202#4781"
"404078","1040004","78","404079","100","5#1405","0","4404101#3|4404201#3|4404301#3","","203#1020|202#4837"
"404079","1040004","79","404080","100","5#1440","0","4404101#3|4404201#3|4404301#3","","203#1033|202#4893"
"404080","1040004","80","404081","1200","2000008#2000","1","4404101#3|4404201#3|4404301#3","205#300","203#1117|202#5265"
"404081","1040004","81","404082","100","5#1520","0","4404101#3|4404201#3|4404301#3","","203#1130|202#5325"
"404082","1040004","82","404083","100","5#1560","0","4404101#3|4404201#3|4404301#3","","203#1144|202#5385"
"404083","1040004","83","404084","100","5#1600","0","4404101#3|4404201#3|4404301#3","","203#1157|202#5445"
"404084","1040004","84","404085","100","5#1640","0","4404101#3|4404201#3|4404301#3","","203#1171|202#5505"
"404085","1040004","85","404086","100","5#1680","0","4404101#3|4404201#3|4404301#3","206#400","203#1184|202#5565"
"404086","1040004","86","404087","100","5#1720","0","4404101#3|4404201#3|4404301#3","","203#1198|202#5625"
"404087","1040004","87","404088","100","5#1760","0","4404101#3|4404201#3|4404301#3","","203#1211|202#5685"
"404088","1040004","88","404089","100","5#1800","0","4404101#3|4404201#3|4404301#3","","203#1225|202#5745"
"404089","1040004","89","404090","100","5#1840","0","4404101#3|4404201#3|4404301#3","","203#1238|202#5805"
"404090","1040004","90","404091","1600","2000008#3000","1","4404101#3|4404201#3|4404301#3","205#400","203#1332|202#6221"
"404091","1040004","91","404092","100","5#1930","0","4404101#3|4404201#3|4404301#3","","203#1346|202#6285"
"404092","1040004","92","404093","100","5#1975","0","4404101#3|4404201#3|4404301#3","","203#1360|202#6349"
"404093","1040004","93","404094","100","5#2020","0","4404101#3|4404201#3|4404301#3","","203#1375|202#6413"
"404094","1040004","94","404095","100","5#2065","0","4404101#3|4404201#3|4404301#3","","203#1389|202#6477"
"404095","1040004","95","404096","100","5#2110","0","4404101#3|4404201#3|4404301#3","206#500","203#1404|202#6541"
"404096","1040004","96","404097","100","5#2155","0","4404101#3|4404201#3|4404301#3","","203#1418|202#6605"
"404097","1040004","97","404098","100","5#2200","0","4404101#3|4404201#3|4404301#3","","203#1432|202#6669"
"404098","1040004","98","404099","100","5#2245","0","4404101#3|4404201#3|4404301#3","","203#1447|202#6733"
"404099","1040004","99","404100","100","5#2290","0","4404101#3|4404201#3|4404301#3","","203#1461|202#6797"
"404100","1040004","100","0","2000","2000008#5000","1","4404101#3|4404201#3|4404301#3","205#500","203#1565|202#7257"
"405001","1040005","1","405002","1","","0","4405101#1|4405201#1|4405301#0","","203#55|202#500"
"405002","1040005","2","405003","5","5#5","0","4405101#1|4405201#1|4405301#0","","203#64|202#540"
"405003","1040005","3","405004","5","5#10","0","4405101#1|4405201#1|4405301#0","","203#73|202#580"
"405004","1040005","4","405005","5","5#15","0","4405101#1|4405201#1|4405301#0","","203#82|202#620"
"405005","1040005","5","405006","5","5#20","0","4405101#1|4405201#1|4405301#0","203#3","203#91|202#660"
"405006","1040005","6","405007","5","5#25","0","4405101#1|4405201#1|4405301#0","","203#100|202#700"
"405007","1040005","7","405008","5","5#30","0","4405101#1|4405201#1|4405301#0","","203#109|202#740"
"405008","1040005","8","405009","5","5#35","0","4405101#1|4405201#1|4405301#0","","203#118|202#780"
"405009","1040005","9","405010","5","5#40","0","4405101#1|4405201#1|4405301#0","","203#127|202#820"
"405010","1040005","10","405011","10","5#45","0","4405101#1|4405201#1|4405301#1","","203#136|202#860"
"405011","1040005","11","405012","10","5#50","0","4405101#1|4405201#1|4405301#1","","203#145|202#900"
"405012","1040005","12","405013","10","5#55","0","4405101#1|4405201#1|4405301#1","","203#154|202#940"
"405013","1040005","13","405014","10","5#60","0","4405101#1|4405201#1|4405301#1","","203#163|202#980"
"405014","1040005","14","405015","10","5#65","0","4405101#1|4405201#1|4405301#1","","203#172|202#1020"
"405015","1040005","15","405016","10","5#70","0","4405101#1|4405201#1|4405301#1","202#15","203#181|202#1060"
"405016","1040005","16","405017","10","5#75","0","4405101#1|4405201#1|4405301#1","","203#190|202#1100"
"405017","1040005","17","405018","10","5#80","0","4405101#1|4405201#1|4405301#1","","203#199|202#1140"
"405018","1040005","18","405019","10","5#85","0","4405101#1|4405201#1|4405301#1","","203#208|202#1180"
"405019","1040005","19","405020","10","5#90","0","4405101#1|4405201#1|4405301#1","","203#217|202#1220"
"405020","1040005","20","405021","15","5#100","0","4405101#1|4405201#2|4405301#1","","203#243|202#1336"
"405021","1040005","21","405022","15","5#110","0","4405101#1|4405201#2|4405301#1","","203#253|202#1380"
"405022","1040005","22","405023","15","5#120","0","4405101#1|4405201#2|4405301#1","","203#263|202#1424"
"405023","1040005","23","405024","15","5#130","0","4405101#1|4405201#2|4405301#1","","203#273|202#1468"
"405024","1040005","24","405025","15","5#140","0","4405101#1|4405201#2|4405301#1","","203#283|202#1512"
"405025","1040005","25","405026","15","5#150","0","4405101#1|4405201#2|4405301#1","203#4","203#293|202#1556"
"405026","1040005","26","405027","15","5#160","0","4405101#1|4405201#2|4405301#1","","203#303|202#1600"
"405027","1040005","27","405028","15","5#170","0","4405101#1|4405201#2|4405301#1","","203#312|202#1644"
"405028","1040005","28","405029","15","5#180","0","4405101#1|4405201#2|4405301#1","","203#322|202#1688"
"405029","1040005","29","405030","15","5#190","0","4405101#1|4405201#2|4405301#1","","203#332|202#1732"
"405030","1040005","30","405031","80","2000008#250","1","4405101#1|4405201#2|4405301#2","","203#342|202#1776"
"405031","1040005","31","405032","25","5#220","0","4405101#1|4405201#2|4405301#2","","203#352|202#1820"
"405032","1040005","32","405033","25","5#235","0","4405101#1|4405201#2|4405301#2","","203#362|202#1864"
"405033","1040005","33","405034","25","5#250","0","4405101#1|4405201#2|4405301#2","","203#372|202#1908"
"405034","1040005","34","405035","25","5#265","0","4405101#1|4405201#2|4405301#2","","203#382|202#1952"
"405035","1040005","35","405036","25","5#280","0","4405101#1|4405201#2|4405301#2","202#20","203#392|202#1996"
"405036","1040005","36","405037","30","5#295","0","4405101#1|4405201#2|4405301#2","","203#402|202#2040"
"405037","1040005","37","405038","30","5#310","0","4405101#1|4405201#2|4405301#2","","203#411|202#2084"
"405038","1040005","38","405039","30","5#325","0","4405101#1|4405201#2|4405301#2","","203#421|202#2128"
"405039","1040005","39","405040","30","5#340","0","4405101#1|4405201#2|4405301#2","","203#431|202#2172"
"405040","1040005","40","405041","150","2000008#500","1","4405101#1|4405201#3|4405301#2","","203#476|202#2372"
"405041","1040005","41","405042","35","5#380","0","4405101#1|4405201#3|4405301#2","","203#487|202#2420"
"405042","1040005","42","405043","35","5#400","0","4405101#1|4405201#3|4405301#2","","203#498|202#2468"
"405043","1040005","43","405044","35","5#420","0","4405101#1|4405201#3|4405301#2","","203#509|202#2516"
"405044","1040005","44","405045","35","5#440","0","4405101#1|4405201#3|4405301#2","203#5","203#519|202#2564"
"405045","1040005","45","405046","40","5#460","0","4405101#1|4405201#3|4405301#2","","203#530|202#2612"
"405046","1040005","46","405047","40","5#480","0","4405101#1|4405201#3|4405301#2","","203#541|202#2660"
"405047","1040005","47","405048","40","5#500","0","4405101#1|4405201#3|4405301#2","202#25","203#552|202#2708"
"405048","1040005","48","405049","40","5#520","0","4405101#1|4405201#3|4405301#2","","203#563|202#2756"
"405049","1040005","49","405050","40","5#540","0","4405101#1|4405201#3|4405301#2","","203#573|202#2804"
"405050","1040005","50","405051","260","2000008#750","1","4405101#1|4405201#3|4405301#3","","203#584|202#2852"
"405051","1040005","51","405052","45","5#590","0","4405101#1|4405201#3|4405301#3","","203#595|202#2900"
"405052","1040005","52","405053","45","5#615","0","4405101#1|4405201#3|4405301#3","","203#606|202#2948"
"405053","1040005","53","405054","45","5#640","0","4405101#1|4405201#3|4405301#3","","203#617|202#2996"
"405054","1040005","54","405055","45","5#665","0","4405101#1|4405201#3|4405301#3","","203#627|202#3044"
"405055","1040005","55","405056","50","5#690","0","4405101#1|4405201#3|4405301#3","206#100","203#638|202#3092"
"405056","1040005","56","405057","50","5#715","0","4405101#1|4405201#3|4405301#3","","203#649|202#3140"
"405057","1040005","57","405058","50","5#740","0","4405101#1|4405201#3|4405301#3","","203#660|202#3188"
"405058","1040005","58","405059","50","5#765","0","4405101#1|4405201#3|4405301#3","","203#671|202#3236"
"405059","1040005","59","405060","50","5#790","0","4405101#1|4405201#3|4405301#3","","203#681|202#3284"
"405060","1040005","60","405061","400","2000008#1000","1","4405101#1|4405201#3|4405301#3","205#100","203#745|202#3568"
"405061","1040005","61","405062","100","5#850","0","4405101#1|4405201#3|4405301#3","","203#757|202#3620"
"405062","1040005","62","405063","100","5#880","0","4405101#1|4405201#3|4405301#3","","203#769|202#3672"
"405063","1040005","63","405064","100","5#910","0","4405101#1|4405201#3|4405301#3","","203#780|202#3724"
"405064","1040005","64","405065","100","5#940","0","4405101#1|4405201#3|4405301#3","","203#792|202#3776"
"405065","1040005","65","405066","100","5#970","0","4405101#1|4405201#3|4405301#3","206#200","203#804|202#3828"
"405066","1040005","66","405067","100","5#1000","0","4405101#1|4405201#3|4405301#3","","203#816|202#3880"
"405067","1040005","67","405068","100","5#1030","0","4405101#1|4405201#3|4405301#3","","203#827|202#3932"
"405068","1040005","68","405069","100","5#1060","0","4405101#1|4405201#3|4405301#3","","203#839|202#3984"
"405069","1040005","69","405070","100","5#1090","0","4405101#1|4405201#3|4405301#3","","203#851|202#4036"
