"#name ExchangeShop","#unique id","#index shopId round productId ","#collector shopId round","","","","","","","","",""
"id","shopId","round","productId","product","condition","limitType","limit","cost","freeTimes","advertising","closeDay"
"81","10004","3","11","1030005#100","5#45","0","1","10#300","0","0","0"
"82","10004","3","12","3004057#1","5#50","0","1","10#2700","0","0","0"
"83","10004","3","13","1040006#100","5#55","0","1","10#1200","0","0","0"
"84","10004","3","14","3005047#1","5#60","0","1","10#3200","0","0","0"
"85","10004","3","15","1030005#100","5#65","0","1","10#300","0","0","0"
"86","10004","3","16","3005057#1","5#70","0","1","10#3600","0","0","0"
"87","10004","3","17","1040006#100","5#75","0","1","10#1200","0","0","0"
"88","10004","3","18","3005057#1","5#80","0","0","10#3600","0","0","0"
"89","10004","4","1","1#100","","0","5","10#50","0","0","0"
"90","10004","4","2","2000003#1","","0","5","10#50","0","0","0"
"91","10004","4","3","1030001#100","5#5","0","1","10#300","0","0","0"
"92","10004","4","4","2000001#1","5#10","0","1","10#500","0","0","0"
"93","10004","4","5","1040004#100","5#15","0","1","10#1200","0","0","0"
"94","10004","4","6","3003047#1","5#20","0","1","10#1800","0","0","0"
"95","10004","4","7","1030001#100","5#25","0","1","10#300","0","0","0"
"96","10004","4","8","3003057#1","5#30","0","1","10#2000","0","0","0"
"97","10004","4","9","1040004#100","5#35","0","1","10#1200","0","0","0"
"98","10004","4","10","3004047#1","5#40","0","1","10#2400","0","0","0"
"99","10004","4","11","1030001#100","5#45","0","1","10#300","0","0","0"
"100","10004","4","12","3004057#1","5#50","0","1","10#2700","0","0","0"
"101","10004","4","13","1040004#100","5#55","0","1","10#1200","0","0","0"
"102","10004","4","14","3005047#1","5#60","0","1","10#3200","0","0","0"
"103","10004","4","15","1030001#100","5#65","0","1","10#300","0","0","0"
"104","10004","4","16","3005057#1","5#70","0","1","10#3600","0","0","0"
"105","10004","4","17","1040004#100","5#75","0","1","10#1200","0","0","0"
"106","10004","4","18","3005057#1","5#80","0","0","10#3600","0","0","0"
"107","10003","1","1","1#100","","0","5","9#50","0","0","0"
"108","10003","1","2","2000003#1","","0","5","9#50","0","0","0"
"109","10003","1","3","1030013#100","6#5","0","1","9#300","0","0","0"
"110","10003","1","4","2000001#1","6#10","0","1","9#500","0","0","0"
"111","10003","1","5","1040008#100","6#15","0","1","9#1200","0","0","0"
"112","10003","1","6","3003047#1","6#20","0","1","9#1800","0","0","0"
"113","10003","1","7","1030013#100","6#25","0","1","9#300","0","0","0"
"114","10003","1","8","3003057#1","6#30","0","1","9#2000","0","0","0"
"115","10003","1","9","1040008#100","6#35","0","1","9#1200","0","0","0"
"116","10003","1","10","3004047#1","6#40","0","1","9#2400","0","0","0"
"117","10003","1","11","1030013#100","6#45","0","1","9#300","0","0","0"
"118","10003","1","12","3004057#1","6#50","0","1","9#2700","0","0","0"
"119","10003","1","13","1040008#100","6#55","0","1","9#1200","0","0","0"
"120","10003","1","14","3005047#1","6#60","0","1","9#3200","0","0","0"
"121","10003","1","15","1030013#100","6#65","0","1","9#300","0","0","0"
"122","10003","1","16","3005057#1","6#70","0","1","9#3600","0","0","0"
"123","10003","1","17","1040008#100","6#75","0","1","9#1200","0","0","0"
"124","10003","1","18","3005057#1","6#80","0","0","9#3600","0","0","0"
"125","10003","2","1","1#100","","0","5","9#50","0","0","0"
"126","10003","2","2","2000003#1","","0","5","9#50","0","0","0"
"127","10003","2","3","1030016#100","6#5","0","1","9#300","0","0","0"
"128","10003","2","4","2000001#1","6#10","0","1","9#500","0","0","0"
"129","10003","2","5","1040014#100","6#15","0","1","9#1200","0","0","0"
"130","10003","2","6","3003047#1","6#20","0","1","9#1800","0","0","0"
"131","10003","2","7","1030016#100","6#25","0","1","9#300","0","0","0"
"132","10003","2","8","3003057#1","6#30","0","1","9#2000","0","0","0"
"133","10003","2","9","1040014#100","6#35","0","1","9#1200","0","0","0"
"134","10003","2","10","3004047#1","6#40","0","1","9#2400","0","0","0"
"135","10003","2","11","1030016#100","6#45","0","1","9#300","0","0","0"
"136","10003","2","12","3004057#1","6#50","0","1","9#2700","0","0","0"
"137","10003","2","13","1040014#100","6#55","0","1","9#1200","0","0","0"
"138","10003","2","14","3005047#1","6#60","0","1","9#3200","0","0","0"
"139","10003","2","15","1030016#100","6#65","0","1","9#300","0","0","0"
"140","10003","2","16","3005057#1","6#70","0","1","9#3600","0","0","0"
"141","10003","2","17","1040014#100","6#75","0","1","9#1200","0","0","0"
"142","10003","2","18","3005057#1","6#80","0","0","9#3600","0","0","0"
"143","10003","3","1","1#100","","0","5","9#50","0","0","0"
"144","10003","3","2","2000003#1","","0","5","9#50","0","0","0"
"145","10003","3","3","1030010#100","6#5","0","1","9#300","0","0","0"
"146","10003","3","4","2000001#1","6#10","0","1","9#500","0","0","0"
"147","10003","3","5","1040009#100","6#15","0","1","9#1200","0","0","0"
"148","10003","3","6","3003047#1","6#20","0","1","9#1800","0","0","0"
"149","10003","3","7","1030010#100","6#25","0","1","9#300","0","0","0"
"150","10003","3","8","3003057#1","6#30","0","1","9#2000","0","0","0"
"151","10003","3","9","1040009#100","6#35","0","1","9#1200","0","0","0"
"152","10003","3","10","3004047#1","6#40","0","1","9#2400","0","0","0"
"153","10003","3","11","1030010#100","6#45","0","1","9#300","0","0","0"
"154","10003","3","12","3004057#1","6#50","0","1","9#2700","0","0","0"
"155","10003","3","13","1040009#100","6#55","0","1","9#1200","0","0","0"
"156","10003","3","14","3005047#1","6#60","0","1","9#3200","0","0","0"
"157","10003","3","15","1030010#100","6#65","0","1","9#300","0","0","0"
"158","10003","3","16","3005057#1","6#70","0","1","9#3600","0","0","0"
"159","10003","3","17","1040009#100","6#75","0","1","9#1200","0","0","0"
"160","10003","3","18","3005057#1","6#80","0","0","9#3600","0","0","0"
"161","10003","4","1","1#100","","0","5","9#50","0","0","0"
"162","10003","4","2","2000003#1","","0","5","9#50","0","0","0"
"163","10003","4","3","1030012#100","6#5","0","1","9#300","0","0","0"
"164","10003","4","4","2000001#1","6#10","0","1","9#500","0","0","0"
"165","10003","4","5","1040010#100","6#15","0","1","9#1200","0","0","0"
"166","10003","4","6","3003047#1","6#20","0","1","9#1800","0","0","0"
"167","10003","4","7","1030012#100","6#25","0","1","9#300","0","0","0"
"168","10003","4","8","3003057#1","6#30","0","1","9#2000","0","0","0"
"169","10003","4","9","1040010#100","6#35","0","1","9#1200","0","0","0"
"170","10003","4","10","3004047#1","6#40","0","1","9#2400","0","0","0"
"171","10003","4","11","1030012#100","6#45","0","1","9#300","0","0","0"
"172","10003","4","12","3004057#1","6#50","0","1","9#2700","0","0","0"
"173","10003","4","13","1040010#100","6#55","0","1","9#1200","0","0","0"
"174","10003","4","14","3005047#1","6#60","0","1","9#3200","0","0","0"
"175","10003","4","15","1030012#100","6#65","0","1","9#300","0","0","0"
"176","10003","4","16","3005057#1","6#70","0","1","9#3600","0","0","0"
"177","10003","4","17","1040010#100","6#75","0","1","9#1200","0","0","0"
"178","10003","4","18","3005057#1","6#80","0","0","9#3600","0","0","0"
"179","10010","1","1","2#10","0#0","0","2","1#0","1","0","0"
"180","10010","1","2","5#50","0#0","0","2","1#0","1","0","0"
"181","10010","1","3","2000001#1","0#0","0","10","2#120","0","0","0"
"182","10010","1","4","6#100","0#0","0","3","2#10","0","0","0"
"183","10010","1","5","5#1500","0#0","0","10","2#50","0","0","0"
"184","10010","1","6","1#100","0#0","0","100","2#50","0","0","0"
"185","10010","1","7","4#200","0#0","0","3","2#10","0","0","0"
"186","10010","1","8","2000008#50","0#0","0","50","2#240","0","0","0"
"187","10010","1","9","2000009#3","0#0","0","5","2#500","0","0","0"
"188","10010","1","10","2001003#1","0#0","0","100","2#10","0","0","0"
"189","10010","1","11","2001004#1","0#0","0","100","2#50","0","0","0"
"190","10010","1","12","2000010#1","0#0","0","1","2#200","0","0","0"
"191","10010","1","13","2000014#1","0#0","0","100","2#30","0","0","0"
